Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
NDUFAF4	gene	NDUFAF4	Emory Genetics Laboratory;Expert;Expert list;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Isolated complex I deficiency;Mitochondrial complex I deficiency, 252010;Mitochondrial Diseases;Mitochondrial Respiratory Chain Complex I Deficiency						False	3	100;0;0	7.6	False		ENSG00000123545	ENSG00000123545	HGNC:21034													
NDUFAF5	gene	NDUFAF5	Emory Genetics Laboratory;Expert;Expert list;Expert Review Green;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Isolated complex I deficiency;Mitochondrial complex 1 deficiency, 252010;Mitochondrial Diseases				PMID: 19542079;18940309		False	3	100;0;0	7.6	True		ENSG00000101247	ENSG00000101247	HGNC:15899													
NDUFAF6	gene	NDUFAF6	Expert;Expert list;Expert Review Green;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Isolated complex I deficiency;Leigh syndrome due to mitochondrial complex I deficiency, 256000				18614015;27623250;26741492		False	3	100;0;0	7.6	False		ENSG00000156170	ENSG00000156170	HGNC:28625													
NDUFAF8	gene	NDUFAF8	Expert Review Green;NHS GMS	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial complex I deficiency, nuclear type 34, OMIM:618776				27499296		False	3	0;0;0	7.6	False		ENSG00000224877	ENSG00000224877	HGNC:33551													
NDUFB10	gene	NDUFB10	Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial complex I deficiency, nuclear type 35, OMIM:619003				28040730;32025618;33169436		False	3	60;40;0	7.6	False		ENSG00000140990	ENSG00000140990	HGNC:7696													
NDUFB11	gene	NDUFB11	Expert list;Expert Review Green;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Isolated complex I deficiency;Linear skin defects with multiple congenital anomalies 3;histiocytoid cardiomyopathy;microphthalmia with linear skin defects syndrome						False	3	100;0;0	7.6	True		ENSG00000147123	ENSG00000147123	HGNC:20372													
NDUFB3	gene	NDUFB3	Expert;Expert list;Expert Review Green;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial complex I deficiency, nuclear type 25, OMIM:618246						False	3	100;0;0	7.6	True		ENSG00000119013	ENSG00000119013	HGNC:7698													
NDUFB8	gene	NDUFB8	Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial complex I deficiency, nuclear type 32, 618252				27290639;29429571		False	3	0;100;0	7.6	False		ENSG00000166136	ENSG00000166136	HGNC:7703													
NDUFC2	gene	NDUFC2	Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial complex I deficiency, nuclear type 36, OMIM:619170				32969598		False	3	67;33;0	7.6	False		ENSG00000151366	ENSG00000151366	HGNC:7706													
NDUFS1	gene	NDUFS1	Emory Genetics Laboratory;Expert;Expert list;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial complex I deficiency, nuclear type 5, OMIM:618226						False	3	100;0;0	7.6	False		ENSG00000023228	ENSG00000023228	HGNC:7707													
NDUFS2	gene	NDUFS2	Emory Genetics Laboratory;Expert;Expert list;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Isolated complex I deficiency;Mitochondrial complex I deficiency, 252010;Mitochondrial Diseases;Mitochondrial Respiratory Chain Complex I Deficiency						False	3	100;0;0	7.6	False		ENSG00000158864	ENSG00000158864	HGNC:7708													
NDUFS3	gene	NDUFS3	Emory Genetics Laboratory;Expert;Expert list;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Isolated complex I deficiency;Leigh syndrome due to mitochondrial complex I deficiency, 256000Mitochondrial complex I deficiency, 252010;Mitochondrial Diseases;Mitochondrial Respiratory Chain Complex I Deficiency						False	3	100;0;0	7.6	False		ENSG00000213619	ENSG00000213619	HGNC:7710													
NDUFS4	gene	NDUFS4	Emory Genetics Laboratory;Expert;Expert list;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Isolated complex I deficiency;Leigh syndrome, 256000;Mitochondrial complex I deficiency, 252010;Mitochondrial Diseases;Mitochondrial Respiratory Chain Complex I Deficiency						False	3	100;0;0	7.6	False		ENSG00000164258	ENSG00000164258	HGNC:7711													
NDUFS6	gene	NDUFS6	Emory Genetics Laboratory;Expert;Expert list;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Isolated complex I deficiency;Complex I, mitochondrial respiratory chain, deficiency of, 252010;Mitochondrial Diseases;Mitochondrial Respiratory Chain Complex I Deficiency						False	3	100;0;0	7.6	False		ENSG00000145494	ENSG00000145494	HGNC:7713													
NDUFS7	gene	NDUFS7	Emory Genetics Laboratory;Expert;Expert list;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Isolated complex I deficiency;Leigh syndrome, 256000;Mitochondrial Diseases;Mitochondrial Respiratory Chain Complex I Deficiency						False	3	100;0;0	7.6	False		ENSG00000115286	ENSG00000115286	HGNC:7714													
NDUFS8	gene	NDUFS8	Emory Genetics Laboratory;Expert;Expert list;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Isolated complex I deficiency;Leigh syndrome due to mitochondrial complex I deficiency, 256000;Mitochondrial Diseases;Mitochondrial Respiratory Chain Complex I Deficiency						False	3	100;0;0	7.6	False		ENSG00000110717	ENSG00000110717	HGNC:7715													
NDUFV1	gene	NDUFV1	Emory Genetics Laboratory;Expert;Expert list;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Isolated complex I deficiency;Mitochondrial complex I deficiency, 252010;Mitochondrial Diseases;Mitochondrial Respiratory Chain Complex I Deficiency						False	3	100;0;0	7.6	False		ENSG00000167792	ENSG00000167792	HGNC:7716													
NDUFV2	gene	NDUFV2	Expert;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial complex I deficiency, nuclear type 7, OMIM:618229						False	3	100;0;0	7.6	True		ENSG00000178127	ENSG00000178127	HGNC:7717													
NFS1	gene	NFS1	Expert;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Combined oxidative phosphorylation deficiency 52, OMIM:619386				16847322;24498631;33457206		False	3	100;0;0	7.6	False		ENSG00000244005	ENSG00000244005	HGNC:15910													
NFU1	gene	NFU1	Expert;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Multiple mitochondrial dysfunctions syndrome 1, OMIM:605711						False	3	100;0;0	7.6	True		ENSG00000169599	ENSG00000169599	HGNC:16287													
NSUN3	gene	NSUN3	Expert Review Green;NHS GMS	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Combined oxidative phosphorylation deficiency 48, OMIM:619012				27356879;32488845		False	3	50;50;0	7.6	False		ENSG00000178694	ENSG00000178694	HGNC:26208													
NUBPL	gene	NUBPL	Emory Genetics Laboratory;Expert;Expert list;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Isolated complex I deficiency;Mitochondrial complex I deficiency, 252010;Mitochondrial Diseases;Mitochondrial Respiratory Chain Complex I Deficiency						False	3	100;0;0	7.6	False		ENSG00000151413	ENSG00000151413	HGNC:20278													
OPA1	gene	OPA1	 Expert;Expert list;Expert Review Green;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Optic atrophy 1, OMIM:165500;Optic atrophy plus syndrome, OMIM:125250;Mitochondrial DNA depletion syndrome 14 (encephalocardiomyopathic type), OMIM:616896;Behr syndrome, OMIM:210000				28494813;27150940;24970096;11017079;11017080;17722006;25012220		False	3	100;0;0	7.6	True		ENSG00000198836	ENSG00000198836	HGNC:8140													
OPA3	gene	OPA3	Expert Review Green;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	3-methylglutaconic aciduria, type III, 258501Optic atrophy 3 with cataract, 165300						False	3	100;0;0	7.6	True		ENSG00000125741	ENSG00000125741	HGNC:8142													
OXCT1	gene	OXCT1	Expert Review Green;NHS GMS	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Succinyl CoA:3-oxoacid CoA transferase deficiency, 245050				8751852;10964512;11757586;23420214;25778941		False	3	100;0;0	7.6	False		ENSG00000083720	ENSG00000083720	HGNC:8527													
PANK2	gene	PANK2	Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	HARP syndrome, OMIM:607236;Neurodegeneration with brain iron accumulation 1, OMIM:234200				11479594;12510040;25778941;28863176		False	3	100;0;0	7.6	False		ENSG00000125779	ENSG00000125779	HGNC:15894													
PARS2	gene	PARS2	Expert list;Expert Review Green;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Multiple respiratory chain complex deficiencies (disorders of protein synthesis);Alpers syndrome;Epileptic encephalopathy, early infantile, 75, 618437				25629079;29915213;29410512;28077841		False	3	100;0;0	7.6	False		ENSG00000162396	ENSG00000162396	HGNC:30563													
PC	gene	PC	Expert Review;Expert Review Green;Literature	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Pyruvate carboxylase deficiency, OMIM:266150						False	3	100;0;0	7.6	True		ENSG00000173599	ENSG00000173599	HGNC:8636													
PDHA1	gene	PDHA1	Expert Review Green;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Pyruvate dehydrogenase E1-alpha deficiency, 312170;Leigh syndrome, X-linked, 308930						False	3	100;0;0	7.6	True		ENSG00000131828	ENSG00000131828	HGNC:8806													
PDHB	gene	PDHB	Expert Review Green;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Pyruvate dehydrogenase E1-beta deficiency, OMIM:614111						False	3	100;0;0	7.6	True		ENSG00000168291	ENSG00000168291	HGNC:8808													
PDHX	gene	PDHX	Expert Review;Expert Review Green;Other;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Lacticacidemia due to PDX1 deficiency, OMIM:245349						False	3	100;0;0	7.6	True		ENSG00000110435	ENSG00000110435	HGNC:21350													
PDP1	gene	PDP1	Expert Review Green;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Pyruvate dehydrogenase phosphatase deficiency, 608782						False	3	100;0;0	7.6	True		ENSG00000164951	ENSG00000164951	HGNC:9279													
PDSS1	gene	PDSS1	Expert;Expert list;Expert Review Green;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Disorders of ubiquinone metabolism and biosynthesis;Coenzyme Q10 deficiency, primary, 2, 614651				PMID: 17332895 (2007) - Report a homozygous nucleotide substitution modifying a conserved amino acid of the protein (D308E) in a consanguineous family with CoQ10 deficiency;PMID: 22494076 (2012) - A girl with developmental delay, nephrotic syndrome, and failure to thrive was reported to be a compound heterozygote for two novel variants in PDSS1 (p.Arg221Term and p.Ser370Arg).		False	3	100;0;0	7.6	False		ENSG00000148459	ENSG00000148459	HGNC:17759													
PDSS2	gene	PDSS2	Expert;Expert list;Expert Review Green;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Disorders of ubiquinone metabolism and biosynthesis;Coenzyme Q10 deficiency, primary, 3, 614652						False	3	100;0;0	7.6	True		ENSG00000164494	ENSG00000164494	HGNC:23041													
PET100	gene	PET100	Expert;Expert list;Expert Review Green;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Isolated complex IV deficiency;Mitochondrial complex IV deficiency, 220110;Leigh syndrome				PMID: 24462369		False	3	100;0;0	7.6	True		ENSG00000229833	ENSG00000229833	HGNC:40038													
PITRM1	gene	PITRM1	Expert list;Expert Review Green;NHS GMS	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	mental retardation, spinocerebellar ataxia, cognitive decline and psychosis				26697887;29764912;29383861		False	3	100;0;0	7.6	True		ENSG00000107959	ENSG00000107959	HGNC:17663													
PLA2G6	gene	PLA2G6	Expert list;Expert Review Green;NHS GMS	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Infantile neuroaxonal dystrophy 1, OMIM:256600;neurodegeneration with brain iron accumulation 2A, MONDO:0024457;Neurodegeneration with brain iron accumulation 2B, OMIM:610217;neurodegeneration with brain iron accumulation 2B, MONDO:0012444;Parkinson disease 14, autosomal recessive, OMIM:612953;autosomal recessive Parkinson disease 14 MONDO:0013060				29903433;25348461;26001724;26506412;30528460;16783378;32357911		False	3	100;0;0	7.6	False		ENSG00000184381	ENSG00000184381	HGNC:9039													
PMPCA	gene	PMPCA	Expert list;Expert Review Green;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	non-progressive cerebellar ataxia;slowly progressive cerebellar ataxia				PMID: 25808372; PMID: 26657514		False	3	100;0;0	7.6	True		ENSG00000165688	ENSG00000165688	HGNC:18667													
PMPCB	gene	PMPCB	Expert Review Green;NHS GMS	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Multiple mitochondrial dysfunctions syndrome 6 OMIM:617954;multiple mitochondrial dysfunctions syndrome 6 MONDO:0054785				29576218		False	3	0;0;0	7.6	False		ENSG00000105819	ENSG00000105819	HGNC:9119													
PNPLA8	gene	PNPLA8	Expert Review Green;NHS GMS;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	?Mitochondrial myopathy with lactic acidosis, 251950				29681094;25512002;25473036		False	3	100;0;0	7.6	False		ENSG00000135241	ENSG00000135241	HGNC:28900													
PNPT1	gene	PNPT1	Expert;Expert list;Expert Review Green;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Combined oxidative phosphorylation deficiency 13, OMIM:614932;Deafness, autosomal recessive 70, OMIM:614934;Disorders of mitochondrial protein import (Mitochondrial respiratory chain disorders (caused by nuclear variants only));Multiple respiratory chain complex deficiencies (disorders of protein synthesis)						False	3	100;0;0	7.6	True		ENSG00000138035	ENSG00000138035	HGNC:23166													
